Date,Business Name,Business Type,Zip Code,Latitude,Longitude,Foot Traffic Volume,Duration of Stay,Peak Foot Traffic Time,Traffic Trend (Week),Traffic Trend (Month)
2024-06-24,Boutique Charm,Store,95148,37.393583,-121.895434,295,00:28,Morning,-3.64,6.71
2024-06-25,Urban Goods,Store,95112,37.379368,-121.865514,469,01:09,Evening,-1.28,-0.8
2024-06-25,Taste Corner,Store,95148,37.371073,-121.849635,158,00:52,Morning,-4.96,14.85
2024-06-25,Green Grocers,Store,95126,37.303709,-121.861506,469,01:00,Morning,2.56,-10.83
2024-06-26,Baker's Dozen,Restaurant,95125,37.338427,-121.842009,316,01:30,Afternoon,-2.64,-0.86
2024-06-26,Boutique Charm,Store,95131,37.333084,-121.898092,185,00:17,Evening,0.6,7.03
2024-06-26,Taste Corner,Restaurant,95110,37.39865,-121.899799,323,00:35,Afternoon,-8.98,3.3
2024-06-27,Green Grocers,Restaurant,95133,37.395586,-121.867199,462,01:28,Afternoon,-5.76,-13.22
2024-06-27,Urban Goods,Store,95110,37.308811,-121.881436,203,01:41,Afternoon,2.38,-11.57
2024-06-27,Bistro 101,Store,95148,37.306723,-121.849532,384,00:59,Evening,6.61,-6.23
2024-06-28,Taco Fiesta,Restaurant,95116,37.330033,-121.895173,373,01:39,Morning,-3.33,4.94
2024-06-28,Boutique Charm,Restaurant,95110,37.341645,-121.870186,58,00:39,Morning,6.98,-1.78
2024-06-28,Taco Fiesta,Store,95128,37.314768,-121.819451,315,01:33,Evening,6.7,-14.81
2024-06-29,Baker's Dozen,Restaurant,95133,37.316496,-121.821174,177,00:47,Evening,3.91,-4.53
2024-06-29,Urban Goods,Store,95128,37.352352,-121.87147,250,01:37,Afternoon,1.43,-17.69
2024-06-29,Taste Corner,Restaurant,95116,37.363474,-121.895863,65,00:11,Morning,1.36,-5.33
2024-06-30,Green Grocers,Store,95131,37.307425,-121.879489,202,00:45,Evening,7.22,-6.75
2024-06-30,Taste Corner,Restaurant,95131,37.342583,-121.835159,75,01:07,Morning,1.06,7.45
2024-06-30,Urban Goods,Restaurant,95113,37.30166,-121.833112,122,00:51,Evening,0.43,-13.61
2024-07-01,Urban Goods,Store,95125,37.343478,-121.897885,375,00:49,Morning,-5.31,-1.29
2024-07-01,Taco Fiesta,Restaurant,95113,37.317775,-121.801237,377,01:24,Morning,0.64,-14.07
2024-07-01,Taste Corner,Restaurant,95113,37.322033,-121.818605,451,00:30,Afternoon,2.7,11.22
2024-07-02,Market Fresh,Store,95113,37.346353,-121.851271,346,00:10,Evening,-5.55,1.33
2024-07-02,Baker's Dozen,Store,95133,37.377397,-121.834432,148,01:28,Afternoon,-5.02,19.31
2024-07-02,Taste Corner,Store,95131,37.304931,-121.892856,250,01:28,Evening,1.44,5.88
2024-07-03,Boutique Charm,Store,95112,37.339735,-121.805237,400,00:35,Morning,-9.0,9.39
2024-07-03,Green Grocers,Store,95112,37.394644,-121.801928,358,00:32,Morning,1.84,17.67
2024-07-03,Baker's Dozen,Restaurant,95122,37.358368,-121.899324,417,01:32,Morning,5.24,-12.5
2024-07-04,Urban Goods,Restaurant,95110,37.345912,-121.880121,229,01:40,Afternoon,5.71,5.34
2024-07-04,Bistro 101,Restaurant,95110,37.306144,-121.821138,74,01:36,Morning,-2.21,6.0
2024-07-04,Boutique Charm,Store,95125,37.397214,-121.813667,424,00:34,Morning,-7.22,7.35
2024-07-05,Market Fresh,Store,95126,37.372258,-121.857902,347,00:23,Afternoon,7.16,7.34
2024-07-05,Deli Delight,Restaurant,95113,37.397284,-121.884167,230,00:06,Evening,8.45,-17.27
2024-07-05,Bistro 101,Restaurant,95110,37.331958,-121.822618,361,00:57,Morning,3.13,15.05
2024-07-06,Taste Corner,Restaurant,95125,37.316306,-121.823012,441,00:54,Evening,-1.75,10.83
2024-07-06,Green Grocers,Store,95116,37.369576,-121.864663,312,00:44,Evening,-5.0,-10.99
2024-07-06,Bistro 101,Restaurant,95133,37.308909,-121.854777,460,00:44,Evening,5.47,-0.31
2024-07-07,Baker's Dozen,Restaurant,95148,37.337921,-121.830632,130,00:30,Evening,-3.06,0.84
2024-07-07,Baker's Dozen,Store,95116,37.362566,-121.872308,487,00:31,Afternoon,4.83,-2.72
2024-07-07,Baker's Dozen,Store,95112,37.326635,-121.871072,93,00:48,Afternoon,2.87,7.62
2024-07-08,Bistro 101,Restaurant,95125,37.362195,-121.83926,455,00:39,Afternoon,6.22,13.63
2024-07-08,Market Fresh,Store,95131,37.344287,-121.823231,175,00:13,Morning,-6.1,9.54
2024-07-08,Market Fresh,Restaurant,95131,37.371605,-121.882686,382,00:27,Afternoon,7.92,-10.56
2024-07-09,Market Fresh,Restaurant,95122,37.34704,-121.871561,359,00:22,Morning,1.85,-1.81
2024-07-09,Market Fresh,Store,95128,37.32359,-121.896263,241,00:30,Afternoon,7.97,-18.82
2024-07-09,Boutique Charm,Restaurant,95148,37.314502,-121.817986,292,01:37,Evening,-2.62,7.34
2024-07-10,Green Grocers,Store,95131,37.383746,-121.844757,352,00:35,Afternoon,8.61,13.22
2024-07-10,Taco Fiesta,Store,95133,37.308773,-121.871199,476,00:55,Evening,0.89,-11.35
2024-07-10,Bistro 101,Restaurant,95131,37.317419,-121.826398,287,00:53,Afternoon,-3.65,-3.11
2024-07-11,Market Fresh,Store,95125,37.35432,-121.867975,211,01:15,Morning,1.13,-17.9
2024-07-11,Urban Goods,Restaurant,95131,37.399458,-121.865144,424,00:26,Morning,-0.71,-8.65
2024-07-11,Taste Corner,Restaurant,95126,37.398879,-121.863707,316,00:24,Morning,9.9,0.78
2024-07-12,Bistro 101,Store,95110,37.310804,-121.850422,390,00:34,Afternoon,9.03,13.61
2024-07-12,Baker's Dozen,Restaurant,95133,37.306374,-121.800932,156,00:10,Morning,-9.78,5.13
2024-07-12,Taste Corner,Store,95112,37.34578,-121.832445,163,01:01,Morning,-1.07,-10.83
2024-07-13,Boutique Charm,Store,95126,37.304463,-121.817081,187,00:29,Morning,-0.47,6.23
2024-07-13,Baker's Dozen,Restaurant,95126,37.352256,-121.86488,127,01:44,Evening,-0.45,15.96
2024-07-13,Taste Corner,Restaurant,95131,37.313279,-121.878034,319,01:13,Evening,-3.82,3.06
2024-07-14,Taste Corner,Store,95116,37.311458,-121.820846,370,00:20,Afternoon,9.3,12.54
2024-07-14,Deli Delight,Store,95128,37.3868,-121.857262,339,01:00,Morning,-7.75,-1.25
2024-07-14,Green Grocers,Store,95131,37.370104,-121.870912,140,01:27,Evening,-9.3,-8.77
2024-07-15,Baker's Dozen,Store,95126,37.358769,-121.81095,440,00:05,Evening,1.07,-10.04
2024-07-15,Baker's Dozen,Restaurant,95110,37.369292,-121.884225,207,01:09,Morning,-3.92,3.23
2024-07-15,Market Fresh,Store,95112,37.309225,-121.851228,123,00:52,Morning,0.45,19.04
2024-07-16,Urban Goods,Restaurant,95125,37.370661,-121.830989,92,00:25,Morning,1.19,-12.02
2024-07-16,Urban Goods,Restaurant,95126,37.319707,-121.881082,226,01:24,Evening,-9.93,10.98
2024-07-16,Boutique Charm,Store,95148,37.39307,-121.838791,258,00:36,Afternoon,7.9,-1.84
2024-07-17,Green Grocers,Store,95122,37.354979,-121.844126,202,01:15,Evening,1.96,0.24
2024-07-17,Bistro 101,Store,95148,37.355104,-121.835586,390,00:17,Afternoon,-4.55,-1.26
2024-07-17,Taste Corner,Restaurant,95110,37.391367,-121.847846,278,00:05,Morning,-3.99,0.06
2024-07-18,Taco Fiesta,Restaurant,95116,37.399807,-121.868227,189,01:23,Morning,-2.69,15.86
2024-07-18,Boutique Charm,Store,95122,37.337608,-121.872728,456,01:23,Morning,9.38,14.36
2024-07-18,Taco Fiesta,Restaurant,95131,37.377106,-121.817519,175,00:24,Morning,-2.98,-16.4
2024-07-19,Baker's Dozen,Store,95133,37.306824,-121.881528,367,01:12,Afternoon,8.11,-14.83
2024-07-19,Green Grocers,Restaurant,95113,37.336756,-121.859623,296,00:37,Afternoon,0.26,-5.82
2024-07-19,Bistro 101,Store,95126,37.339245,-121.855493,308,00:09,Afternoon,5.48,-13.72
2024-07-20,Taste Corner,Store,95113,37.309376,-121.881775,122,00:33,Morning,-5.42,19.92
2024-07-20,Market Fresh,Store,95125,37.314248,-121.818065,169,00:36,Morning,3.79,-9.93
2024-07-20,Deli Delight,Store,95148,37.386675,-121.835003,217,00:27,Afternoon,-4.21,-6.45
2024-07-21,Deli Delight,Store,95128,37.367994,-121.80809,81,00:44,Evening,8.63,9.02
2024-07-21,Bistro 101,Restaurant,95110,37.301389,-121.869889,438,00:19,Evening,-8.39,16.92
2024-07-21,Taco Fiesta,Store,95128,37.370025,-121.813693,312,00:45,Morning,8.85,-0.5
2024-07-22,Bistro 101,Restaurant,95110,37.388125,-121.840863,196,00:47,Afternoon,-0.07,16.56
2024-07-22,Urban Goods,Restaurant,95125,37.360438,-121.823633,485,01:20,Evening,-7.02,16.75
2024-07-22,Bistro 101,Store,95112,37.3433,-121.838408,216,00:15,Afternoon,-7.93,-7.65
2024-07-23,Urban Goods,Restaurant,95128,37.33799,-121.855746,67,00:12,Evening,0.37,11.59
2024-07-23,Market Fresh,Restaurant,95122,37.330977,-121.83739,355,00:39,Evening,-4.98,-11.65
2024-07-23,Market Fresh,Restaurant,95131,37.351591,-121.867288,192,00:21,Evening,-4.74,8.3
2024-07-24,Taco Fiesta,Store,95116,37.328249,-121.82268,210,00:13,Afternoon,-6.17,2.99
2024-07-24,Deli Delight,Restaurant,95131,37.370199,-121.893345,335,01:17,Afternoon,-4.21,-11.59
2024-07-24,Market Fresh,Restaurant,95122,37.393616,-121.864586,99,00:25,Morning,0.03,2.73
2024-07-25,Deli Delight,Restaurant,95148,37.392786,-121.808672,295,00:23,Afternoon,-8.64,-5.21
2024-07-25,Taste Corner,Store,95148,37.392325,-121.883664,337,00:57,Morning,8.03,15.56
2024-07-25,Deli Delight,Store,95126,37.367983,-121.850009,105,00:53,Afternoon,-1.29,17.42
2024-07-26,Boutique Charm,Store,95131,37.325269,-121.871902,268,00:08,Afternoon,-5.58,-5.07
2024-07-26,Urban Goods,Restaurant,95112,37.310322,-121.87645,136,01:29,Afternoon,-4.4,-5.93
2024-07-26,Boutique Charm,Store,95122,37.33337,-121.808083,132,01:20,Morning,8.47,-13.68
2024-07-27,Bistro 101,Store,95110,37.31875,-121.859272,135,01:58,Afternoon,4.04,2.56
2024-07-27,Green Grocers,Store,95148,37.310298,-121.829229,332,00:07,Morning,-9.27,3.53
2024-07-27,Deli Delight,Store,95122,37.368538,-121.847039,419,00:14,Evening,-8.6,-0.79
2024-07-28,Taco Fiesta,Restaurant,95110,37.391671,-121.87586,299,01:30,Afternoon,-2.19,5.22
2024-07-28,Green Grocers,Store,95112,37.330633,-121.882131,164,00:49,Evening,6.7,-8.55
2024-07-28,Baker's Dozen,Restaurant,95112,37.392801,-121.811216,59,01:01,Afternoon,9.85,-6.09
2024-07-29,Market Fresh,Restaurant,95122,37.306233,-121.887798,166,00:10,Afternoon,-6.78,-5.93
2024-07-29,Bistro 101,Restaurant,95133,37.358273,-121.804207,80,01:17,Evening,-0.55,13.28
2024-07-29,Green Grocers,Restaurant,95113,37.393808,-121.812977,477,01:37,Afternoon,1.33,-9.65
2024-07-30,Taste Corner,Store,95116,37.375862,-121.881301,180,00:40,Afternoon,8.07,8.01
2024-07-30,Green Grocers,Store,95125,37.339691,-121.833552,343,00:20,Afternoon,8.65,-16.31
2024-07-30,Deli Delight,Restaurant,95110,37.34598,-121.803913,185,00:56,Evening,0.48,-5.6
2024-07-31,Taste Corner,Restaurant,95113,37.380557,-121.885014,199,00:49,Evening,-8.79,-17.7
2024-07-31,Deli Delight,Restaurant,95122,37.383646,-121.802297,71,01:21,Afternoon,-5.43,-13.54
2024-07-31,Urban Goods,Restaurant,95110,37.362257,-121.808195,203,01:00,Morning,-1.89,16.12
2024-08-01,Deli Delight,Store,95122,37.383674,-121.885245,212,00:56,Evening,8.14,-18.08
2024-08-01,Baker's Dozen,Restaurant,95110,37.39912,-121.891818,460,00:09,Evening,-1.49,2.03
2024-08-01,Taste Corner,Restaurant,95148,37.364976,-121.807534,391,00:19,Afternoon,-2.41,-10.24
2024-08-02,Urban Goods,Restaurant,95122,37.337889,-121.800213,260,00:36,Evening,3.88,-13.37
2024-08-02,Taco Fiesta,Store,95110,37.332172,-121.818466,497,00:20,Afternoon,8.03,17.92
2024-08-02,Urban Goods,Store,95128,37.331376,-121.890683,278,00:47,Afternoon,9.65,10.98
2024-08-03,Urban Goods,Restaurant,95131,37.368881,-121.876234,465,00:48,Afternoon,-0.68,-11.95
2024-08-03,Urban Goods,Store,95112,37.353229,-121.8626,166,00:24,Afternoon,-8.23,-19.47
2024-08-03,Deli Delight,Store,95110,37.30718,-121.81096,399,00:19,Morning,8.06,-2.0
2024-08-04,Bistro 101,Store,95112,37.321653,-121.874152,180,01:29,Morning,-6.39,7.29
2024-08-04,Bistro 101,Restaurant,95126,37.371382,-121.840189,261,01:42,Morning,0.07,17.67
2024-08-04,Market Fresh,Store,95113,37.327697,-121.83487,299,00:12,Morning,-1.11,10.48
2024-08-05,Deli Delight,Store,95148,37.399903,-121.821093,133,01:56,Morning,3.01,12.63
2024-08-05,Taco Fiesta,Store,95116,37.386077,-121.859154,454,00:45,Morning,2.64,12.85
2024-08-05,Urban Goods,Store,95133,37.359694,-121.848956,326,01:24,Morning,5.47,-8.9
2024-08-06,Taco Fiesta,Restaurant,95125,37.306206,-121.81068,158,00:08,Afternoon,6.71,15.63
2024-08-06,Green Grocers,Restaurant,95122,37.397735,-121.891661,380,00:29,Morning,1.38,2.85
2024-08-06,Urban Goods,Restaurant,95126,37.337513,-121.85471,425,00:42,Afternoon,-6.01,17.84
2024-08-07,Urban Goods,Restaurant,95133,37.390551,-121.818156,89,00:11,Evening,-0.5,8.69
2024-08-07,Deli Delight,Restaurant,95116,37.357008,-121.866997,336,00:09,Afternoon,-9.53,-14.44
2024-08-07,Baker's Dozen,Store,95133,37.388012,-121.870041,199,00:07,Afternoon,4.05,9.86
2024-08-08,Bistro 101,Restaurant,95125,37.35898,-121.884086,335,00:30,Evening,-1.44,2.35
2024-08-08,Baker's Dozen,Store,95110,37.375007,-121.873038,58,00:17,Afternoon,-0.75,-19.7
2024-08-08,Market Fresh,Restaurant,95126,37.375869,-121.809913,227,00:23,Morning,9.34,-18.04
2024-08-09,Deli Delight,Restaurant,95113,37.316269,-121.813028,149,00:30,Evening,3.58,10.38
2024-08-09,Deli Delight,Restaurant,95126,37.335185,-121.808179,249,00:50,Evening,4.63,-4.33
2024-08-09,Baker's Dozen,Store,95116,37.333478,-121.820515,198,01:39,Afternoon,8.81,18.62
2024-08-10,Deli Delight,Store,95113,37.37852,-121.895599,178,00:49,Morning,-8.14,-3.89
2024-08-10,Taste Corner,Store,95128,37.373618,-121.883326,222,00:11,Evening,9.34,-18.6
2024-08-10,Baker's Dozen,Store,95112,37.357419,-121.810465,374,00:44,Afternoon,-3.88,-9.63
2024-08-11,Taco Fiesta,Store,95131,37.306731,-121.840282,406,00:20,Morning,1.99,-16.78
2024-08-11,Baker's Dozen,Restaurant,95126,37.371005,-121.885033,246,01:25,Morning,-4.55,11.05
2024-08-11,Market Fresh,Restaurant,95110,37.398124,-121.861278,235,01:27,Evening,8.34,-10.73
2024-08-12,Boutique Charm,Restaurant,95128,37.323676,-121.886291,392,00:05,Afternoon,4.48,9.9
2024-08-12,Taco Fiesta,Store,95125,37.334611,-121.882002,84,01:52,Morning,-3.85,7.99
2024-08-12,Taco Fiesta,Restaurant,95126,37.337315,-121.866641,349,00:34,Morning,2.2,-16.35
2024-08-13,Boutique Charm,Restaurant,95126,37.363583,-121.823352,159,00:21,Evening,0.02,1.81
2024-08-13,Green Grocers,Store,95110,37.376056,-121.849059,73,00:30,Morning,0.99,16.57
2024-08-13,Baker's Dozen,Restaurant,95116,37.365999,-121.81077,185,00:08,Morning,8.55,-11.9
2024-08-14,Green Grocers,Restaurant,95131,37.347757,-121.830851,249,00:36,Evening,-1.08,-4.93
2024-08-14,Boutique Charm,Store,95116,37.327287,-121.850902,394,01:15,Evening,3.4,-12.29
2024-08-14,Deli Delight,Store,95122,37.312652,-121.802853,249,00:28,Afternoon,0.48,8.52
2024-08-15,Taco Fiesta,Restaurant,95128,37.356423,-121.824484,372,00:50,Morning,-2.41,-17.76
2024-08-15,Baker's Dozen,Restaurant,95122,37.381031,-121.838822,409,00:33,Evening,-3.51,19.11
2024-08-15,Deli Delight,Store,95131,37.312324,-121.815154,217,00:26,Afternoon,-6.73,14.66
2024-08-16,Taste Corner,Store,95116,37.385378,-121.818659,110,00:31,Afternoon,-9.46,-15.32
2024-08-16,Market Fresh,Restaurant,95122,37.377067,-121.815025,435,00:41,Evening,4.94,19.26
2024-08-16,Deli Delight,Store,95125,37.355642,-121.845502,497,00:53,Morning,-5.27,-16.62
2024-08-17,Bistro 101,Restaurant,95128,37.31899,-121.830993,102,00:12,Evening,6.11,8.87
2024-08-17,Bistro 101,Store,95113,37.305412,-121.857389,481,00:35,Morning,2.16,10.74
2024-08-17,Urban Goods,Restaurant,95112,37.365345,-121.829196,451,01:00,Morning,2.16,19.19
2024-08-18,Urban Goods,Restaurant,95110,37.390563,-121.873719,470,02:00,Evening,-0.01,-9.78
2024-08-18,Baker's Dozen,Restaurant,95133,37.312598,-121.869885,72,01:05,Morning,8.0,-5.4
2024-08-18,Market Fresh,Restaurant,95133,37.322087,-121.875991,113,00:30,Evening,-7.41,4.68
2024-08-19,Bistro 101,Store,95122,37.322041,-121.854597,118,01:44,Afternoon,-9.06,6.99
2024-08-19,Taste Corner,Store,95110,37.338391,-121.895175,402,00:13,Evening,-8.27,-1.64
2024-08-19,Market Fresh,Restaurant,95128,37.328547,-121.820174,322,00:30,Afternoon,-9.36,-0.11
2024-08-20,Green Grocers,Restaurant,95131,37.34609,-121.892788,243,00:41,Evening,3.21,-12.04
2024-08-20,Market Fresh,Restaurant,95122,37.325606,-121.861411,350,00:16,Afternoon,-3.06,10.41
2024-08-20,Taco Fiesta,Restaurant,95148,37.359286,-121.867025,307,00:56,Evening,-0.21,0.4
2024-08-21,Taste Corner,Store,95112,37.386353,-121.870242,412,00:57,Morning,-5.78,-19.33
2024-08-21,Market Fresh,Store,95116,37.39209,-121.840252,243,00:09,Afternoon,8.87,-13.22
2024-08-21,Baker's Dozen,Store,95112,37.300679,-121.806448,186,00:41,Afternoon,0.67,2.51
2024-08-22,Taste Corner,Restaurant,95125,37.32059,-121.811688,294,01:29,Evening,1.26,7.31
2024-08-22,Market Fresh,Restaurant,95133,37.319999,-121.87679,493,01:30,Afternoon,9.05,8.08
2024-08-22,Taco Fiesta,Store,95112,37.325484,-121.864623,306,01:00,Afternoon,-4.01,17.46
2024-08-23,Market Fresh,Restaurant,95133,37.301203,-121.884272,480,00:10,Morning,8.51,16.35
2024-08-23,Green Grocers,Store,95113,37.316925,-121.815651,58,00:08,Afternoon,-8.39,-4.67
2024-08-23,Taco Fiesta,Restaurant,95133,37.30454,-121.841937,248,01:39,Morning,-8.48,-10.6
2024-08-24,Taco Fiesta,Store,95110,37.351862,-121.836148,189,00:26,Morning,2.26,9.94
2024-08-24,Boutique Charm,Restaurant,95131,37.381629,-121.872681,140,00:53,Afternoon,-5.7,-8.42
2024-08-24,Boutique Charm,Restaurant,95113,37.320668,-121.818736,485,00:29,Morning,-1.25,7.66
2024-08-25,Green Grocers,Restaurant,95131,37.325507,-121.812332,262,00:46,Afternoon,-2.18,0.98
2024-08-25,Green Grocers,Restaurant,95112,37.38628,-121.861027,242,00:20,Evening,-7.28,-2.45
2024-08-25,Urban Goods,Store,95110,37.311744,-121.853593,443,01:22,Afternoon,7.48,-4.69
2024-08-26,Deli Delight,Store,95122,37.306116,-121.888702,264,00:42,Evening,-8.05,-3.21
2024-08-26,Baker's Dozen,Store,95126,37.3858,-121.839609,148,01:12,Evening,-7.14,14.85
2024-08-26,Market Fresh,Store,95116,37.384661,-121.843387,67,01:06,Evening,-6.77,5.13
2024-08-27,Deli Delight,Restaurant,95110,37.302968,-121.813408,362,00:35,Afternoon,-5.19,-1.08
2024-08-27,Baker's Dozen,Store,95122,37.341843,-121.828439,366,01:26,Morning,-4.64,-17.95
2024-08-27,Bistro 101,Restaurant,95148,37.384095,-121.836087,444,00:14,Morning,-2.68,-15.69
2024-08-28,Bistro 101,Store,95126,37.351961,-121.874225,476,01:10,Evening,2.42,8.67
2024-08-28,Green Grocers,Restaurant,95112,37.302271,-121.884611,460,01:18,Afternoon,4.95,11.69
2024-08-28,Boutique Charm,Store,95148,37.32891,-121.870657,84,01:06,Morning,0.09,17.31
2024-08-29,Market Fresh,Restaurant,95128,37.312613,-121.86735,285,00:09,Afternoon,6.34,9.17
2024-08-29,Taco Fiesta,Store,95110,37.342889,-121.804903,163,00:10,Evening,-8.96,17.95
2024-08-29,Urban Goods,Store,95116,37.373321,-121.862277,197,00:52,Evening,-3.08,-7.71
2024-08-30,Bistro 101,Store,95133,37.323506,-121.89399,264,00:18,Morning,-9.41,-7.64
2024-08-30,Deli Delight,Store,95126,37.39305,-121.809171,133,00:33,Evening,7.58,0.89
2024-08-30,Taco Fiesta,Store,95122,37.392844,-121.809251,299,02:00,Evening,3.49,9.68
2024-08-31,Taco Fiesta,Restaurant,95116,37.375004,-121.828681,161,00:10,Morning,1.33,13.88
2024-08-31,Green Grocers,Restaurant,95125,37.324224,-121.801934,216,00:53,Morning,-5.44,-17.92
2024-08-31,Bistro 101,Restaurant,95122,37.374447,-121.857086,315,00:10,Evening,7.76,-15.72
2024-09-01,Baker's Dozen,Store,95133,37.341831,-121.854698,93,00:18,Morning,0.12,1.81
2024-09-01,Deli Delight,Restaurant,95122,37.300347,-121.869072,468,01:34,Morning,1.58,-11.41
2024-09-01,Green Grocers,Restaurant,95125,37.392715,-121.82375,234,01:11,Afternoon,8.55,18.14
2024-09-02,Taste Corner,Restaurant,95113,37.304565,-121.823065,338,01:06,Afternoon,1.37,-15.74
2024-09-02,Taste Corner,Restaurant,95125,37.384077,-121.82779,196,00:36,Morning,7.92,-0.4
2024-09-02,Taste Corner,Store,95131,37.309234,-121.860249,102,00:15,Morning,-5.41,14.13
2024-09-03,Boutique Charm,Restaurant,95128,37.332765,-121.865767,258,00:34,Evening,0.43,10.02
2024-09-03,Market Fresh,Restaurant,95125,37.365342,-121.879512,376,01:41,Evening,-1.29,16.85
2024-09-03,Taco Fiesta,Restaurant,95113,37.384049,-121.889383,230,01:17,Evening,4.82,10.81
2024-09-04,Baker's Dozen,Store,95126,37.307762,-121.898097,371,01:25,Afternoon,-6.62,8.82
2024-09-04,Boutique Charm,Restaurant,95131,37.366066,-121.853793,80,00:18,Evening,-2.33,17.93
2024-09-04,Green Grocers,Restaurant,95133,37.369423,-121.867217,325,00:05,Morning,3.36,-5.69
2024-09-05,Boutique Charm,Store,95133,37.393913,-121.844067,351,01:51,Morning,3.92,-13.95
2024-09-05,Urban Goods,Store,95148,37.392467,-121.877643,75,01:34,Afternoon,-5.67,15.86
2024-09-05,Urban Goods,Store,95122,37.315472,-121.813009,443,00:14,Morning,3.32,-8.24
2024-09-06,Green Grocers,Store,95113,37.324878,-121.85942,316,00:41,Afternoon,2.04,-15.83
2024-09-06,Taco Fiesta,Store,95116,37.367952,-121.864113,280,00:50,Evening,-3.3,11.3
2024-09-06,Baker's Dozen,Restaurant,95131,37.347166,-121.827277,262,00:43,Afternoon,8.54,6.16
2024-09-07,Urban Goods,Store,95133,37.367506,-121.832981,186,00:58,Afternoon,1.87,-8.52
2024-09-07,Taco Fiesta,Store,95112,37.379004,-121.840036,202,02:00,Afternoon,5.96,-14.14
2024-09-07,Market Fresh,Store,95116,37.391444,-121.816509,168,00:37,Afternoon,6.67,10.55
2024-09-08,Market Fresh,Store,95128,37.343728,-121.806847,206,00:17,Afternoon,-9.91,19.89
2024-09-08,Baker's Dozen,Restaurant,95110,37.381543,-121.838423,483,00:43,Morning,-9.14,11.5
2024-09-08,Taste Corner,Restaurant,95122,37.344015,-121.872303,376,00:08,Afternoon,-3.77,-17.96
2024-09-09,Deli Delight,Restaurant,95148,37.388671,-121.816188,483,00:29,Morning,4.94,-10.27
2024-09-09,Boutique Charm,Restaurant,95148,37.315359,-121.819367,463,00:10,Afternoon,0.81,11.86
2024-09-09,Market Fresh,Store,95110,37.326642,-121.83733,324,00:49,Afternoon,-6.63,-3.54
2024-09-10,Taco Fiesta,Restaurant,95116,37.347009,-121.889298,356,01:15,Evening,-9.24,16.35
2024-09-10,Baker's Dozen,Restaurant,95133,37.351544,-121.897509,417,00:07,Morning,9.93,13.34
2024-09-10,Boutique Charm,Store,95125,37.325732,-121.830985,425,00:34,Evening,-6.12,-19.01
2024-09-11,Taste Corner,Store,95148,37.354366,-121.839349,363,00:25,Evening,4.61,-0.01
2024-09-11,Deli Delight,Store,95126,37.32216,-121.893671,162,01:14,Evening,3.14,-9.83
2024-09-11,Bistro 101,Store,95110,37.346567,-121.825232,275,00:11,Afternoon,-5.49,2.83
2024-09-12,Urban Goods,Store,95148,37.348598,-121.89821,352,00:42,Morning,-2.41,-8.04
2024-09-12,Taste Corner,Restaurant,95148,37.362585,-121.812208,245,01:04,Afternoon,1.02,-3.66
2024-09-12,Taste Corner,Store,95113,37.303794,-121.886883,237,00:20,Afternoon,9.89,0.17
2024-09-13,Urban Goods,Restaurant,95128,37.336714,-121.867968,316,00:34,Afternoon,-2.98,-0.23
2024-09-13,Taste Corner,Store,95125,37.3303,-121.883685,391,00:26,Evening,2.03,-12.11
2024-09-13,Market Fresh,Restaurant,95133,37.396964,-121.881604,60,01:34,Afternoon,-3.6,-7.73
2024-09-14,Bistro 101,Store,95113,37.387379,-121.87899,263,01:18,Afternoon,-8.42,12.51
2024-09-14,Bistro 101,Store,95116,37.392523,-121.803386,64,01:00,Evening,7.2,-12.77
2024-09-14,Baker's Dozen,Restaurant,95110,37.338661,-121.890222,315,00:24,Afternoon,8.89,-12.71
2024-09-15,Bistro 101,Restaurant,95116,37.390386,-121.846925,66,00:13,Evening,-8.94,-5.64
2024-09-15,Urban Goods,Restaurant,95128,37.337302,-121.818218,185,01:48,Afternoon,4.17,-10.15
2024-09-15,Taco Fiesta,Restaurant,95113,37.325181,-121.86849,65,00:07,Afternoon,-1.93,16.29
2024-09-16,Green Grocers,Store,95122,37.350971,-121.853389,199,00:52,Evening,0.25,6.63
2024-09-16,Boutique Charm,Restaurant,95112,37.338533,-121.886319,229,00:33,Evening,-8.56,-7.04
2024-09-16,Market Fresh,Store,95110,37.359108,-121.815917,292,00:07,Evening,5.33,-18.87
2024-09-17,Taco Fiesta,Restaurant,95128,37.381719,-121.810409,216,01:25,Morning,7.39,16.17
2024-09-17,Baker's Dozen,Restaurant,95126,37.359452,-121.846947,235,01:22,Evening,8.22,-13.18
2024-09-17,Deli Delight,Restaurant,95126,37.365095,-121.836496,126,00:06,Evening,2.84,-16.63
2024-09-18,Deli Delight,Store,95110,37.341651,-121.858211,285,00:53,Afternoon,9.19,-1.36
2024-09-18,Taste Corner,Restaurant,95128,37.354031,-121.836212,343,00:11,Evening,-6.77,-13.98
2024-09-18,Deli Delight,Restaurant,95116,37.368754,-121.850774,70,01:57,Evening,2.7,2.33
2024-09-19,Taste Corner,Restaurant,95128,37.328227,-121.852395,135,00:55,Afternoon,6.4,4.98
2024-09-19,Baker's Dozen,Store,95133,37.365714,-121.821461,176,00:06,Afternoon,-1.43,-6.52
2024-09-19,Deli Delight,Store,95148,37.382027,-121.857029,400,00:19,Evening,-1.49,-3.7
2024-09-20,Taste Corner,Restaurant,95122,37.301145,-121.892765,115,00:22,Morning,-3.58,0.24
